id,xy
10021,"[0,13,9,'08:53:00'],[25,10,2275,'09:10:04'],[26,9,2669,'09:48:40'],[17,8,260,'10:45:59'],[22,10,2409,'10:57:20'],[22,6,2209,'11:40:40'],[17,15,0,'12:27:09'],"
10022,"[2,15,10,'08:49:20'],[2,13,438,'08:49:41'],[26,5,2006,'09:14:13'],[23,9,2494,'09:51:25'],[28,15,221,'10:35:58'],[22,10,1849,'11:07:30'],[25,9,2298,'11:39:41'],[5,21,734,'12:28:35'],[11,20,241,'12:41:48'],[1,29,2147,'12:49:52'],[18,4,1646,'13:33:03'],[5,6,4848,'14:07:41'],[11,4,318,'15:29:21'],[9,10,382,'15:35:37'],[2,29,2084,'15:44:15'],[11,20,264,'16:22:55'],[5,7,2750,'16:30:59'],[17,15,0,'17:21:03'],"
10023,"[4,15,9,'13:00:10'],[3,13,212,'13:00:27'],[15,4,674,'13:07:35'],[15,3,2080,'13:18:49'],[17,15,0,'13:57:11'],"
10026,"[2,15,11,'08:42:30'],[17,9,627,'08:49:32'],[23,8,2647,'09:02:32'],[22,5,2545,'09:49:14'],[28,15,377,'10:45:12'],[20,5,2456,'10:55:53'],[23,5,2358,'11:37:31'],[15,15,0,'12:27:27'],"
10027,"[4,15,9,'08:57:30'],[4,13,255,'08:57:54'],[26,6,1651,'09:16:48'],[24,10,2513,'09:49:56'],[5,30,482,'10:42:37'],[23,8,2078,'11:03:21'],[25,10,2338,'11:39:31'],[3,18,1081,'12:31:28'],[3,30,2731,'12:54:48'],[11,21,221,'13:43:08'],[16,10,438,'13:52:31'],[2,9,5597,'14:03:02'],[6,7,672,'15:41:37'],[6,10,201,'15:53:18'],[3,29,1872,'15:58:57'],[11,7,1005,'16:43:04'],[10,5,224,'17:00:55'],[4,8,975,'17:05:34'],[15,15,0,'17:24:24'],"
10032,"[4,15,9,'13:29:40'],[2,13,316,'13:30:03'],[8,11,621,'13:35:58'],[9,4,304,'13:47:15'],[6,19,240,'13:55:49'],[5,9,6393,'14:03:16'],[9,8,2159,'15:53:30'],[10,9,2918,'16:31:01'],[5,15,0,'17:23:23'],"
10037,"[2,15,10,'08:35:40'],[2,13,221,'08:35:58'],[6,7,1124,'08:42:05'],[2,26,10604,'09:03:45'],[4,20,867,'12:03:12'],[3,27,9559,'12:21:40'],[11,7,349,'15:05:10'],[11,5,263,'15:12:26'],[17,15,0,'15:19:11'],"
10041,"[2,15,10,'08:39:40'],[5,13,391,'08:40:18'],[6,3,770,'08:47:59'],[2,27,10428,'09:06:31'],[3,19,769,'12:02:50'],[11,21,254,'12:16:45'],[2,27,14865,'12:22:44'],[10,9,797,'16:35:02'],[10,21,325,'16:50:24'],[15,15,0,'16:57:55'],"
10043,"[2,15,8,'12:55:10'],[4,13,407,'12:55:32'],[8,5,558,'13:04:01'],[17,15,0,'13:19:40'],"
10045,"[2,15,10,'08:53:20'],[3,13,229,'08:53:40'],[23,7,2407,'09:07:22'],[24,5,2509,'09:50:00'],[21,7,2021,'11:03:28'],[26,8,2267,'11:39:32'],[3,19,623,'12:32:56'],[3,30,5262,'12:49:07'],[10,21,217,'14:18:32'],[2,6,3984,'14:26:25'],[9,7,364,'15:35:15'],[8,7,400,'15:41:19'],[4,2,1289,'15:51:10'],[26,12,1566,'16:20:13'],[16,10,2069,'16:47:30'],[5,15,0,'17:24:06'],"
10046,"[2,15,10,'08:58:30'],[4,13,430,'08:58:59'],[4,26,10283,'09:09:16'],[3,23,5254,'12:02:05'],[2,21,1573,'13:29:46'],[11,21,524,'13:57:05'],[5,26,8442,'14:09:17'],[11,9,2230,'16:33:39'],[27,14,300,'17:15:29'],[17,15,0,'17:21:48'],"
10049,"[0,13,9,'08:46:20'],[5,13,336,'08:47:43'],[18,11,300,'08:55:29'],[26,7,2557,'09:03:42'],[23,10,2521,'09:48:48'],[24,15,474,'10:35:45'],[26,10,2151,'11:00:48'],[20,6,2120,'11:41:19'],[4,18,650,'12:30:39'],[5,31,2565,'12:46:14'],[27,14,299,'13:33:00'],[15,4,1106,'13:41:23'],[5,5,5262,'14:08:57'],[9,2,597,'15:37:12'],[8,7,1270,'15:52:29'],[6,7,449,'16:13:50'],[2,31,215,'16:26:34'],[5,30,212,'16:31:19'],[3,7,2382,'16:41:37'],[5,15,0,'17:31:22'],"
10050,"[2,15,8,'12:42:00'],[2,13,274,'12:42:15'],[7,6,511,'12:48:18'],[6,6,680,'12:56:49'],[17,15,0,'13:12:49'],"
10051,"[0,13,9,'08:58:30'],[3,13,379,'08:59:00'],[21,6,1539,'09:16:10'],[22,10,2508,'09:49:51'],[21,15,327,'10:32:42'],[18,10,591,'10:40:38'],[25,6,2582,'10:54:37'],[20,6,2348,'11:39:21'],[4,19,378,'12:33:51'],[4,31,2905,'12:45:34'],[16,3,915,'13:44:44'],[4,9,5772,'14:10:07'],[6,3,498,'15:48:11'],[9,9,542,'15:57:57'],[5,30,915,'16:14:44'],[10,9,621,'16:33:28'],[5,8,2211,'16:44:38'],[15,15,0,'17:23:25'],"
10053,"[0,13,10,'09:00:50'],[5,13,483,'09:01:46'],[23,8,1645,'09:19:24'],[25,6,2597,'09:48:12'],[28,15,446,'10:38:43'],[20,5,1688,'11:08:31'],[22,7,2335,'11:38:14'],[4,21,401,'12:31:58'],[4,30,3999,'12:40:50'],[10,20,359,'13:49:30'],[11,20,300,'13:55:29'],[5,7,5549,'14:05:30'],[8,11,319,'15:38:40'],[7,10,240,'15:43:59'],[5,31,2447,'15:49:52'],[11,6,356,'16:43:33'],[28,14,341,'16:54:58'],[28,15,280,'17:00:39'],[17,15,0,'17:12:11'],"
10056,"[0,13,9,'08:56:50'],[3,13,383,'08:57:26'],[24,7,2125,'09:12:44'],[20,8,2577,'09:50:22'],[28,14,290,'10:41:09'],[22,10,1807,'11:08:12'],[23,6,2200,'11:41:49'],[11,4,264,'12:31:05'],[7,4,767,'12:35:52'],[6,6,320,'12:48:49'],[3,30,3732,'12:58:07'],[4,5,5409,'14:06:50'],[10,20,704,'15:41:45'],[1,30,2057,'15:55:52'],[5,30,246,'16:33:44'],[5,6,2320,'16:44:29'],[15,15,0,'17:33:12'],"
10058,"[0,13,8,'08:51:30'],[5,13,243,'08:52:16'],[23,5,1800,'09:17:59'],[26,8,2456,'09:51:23'],[11,4,243,'10:41:16'],[8,6,300,'10:45:49'],[20,5,1617,'11:08:52'],[22,5,1506,'11:36:13'],[3,22,1214,'12:07:05'],[10,20,262,'12:28:47'],[1,31,3266,'12:35:33'],[10,20,308,'13:33:51'],[15,4,2211,'13:43:48'],[2,4,4750,'14:27:39'],[10,4,322,'15:49:27'],[9,8,599,'15:56:20'],[3,31,1235,'16:09:44'],[5,30,248,'16:32:22'],[10,6,1293,'16:44:16'],[6,7,246,'17:10:13'],[17,15,0,'17:16:06'],"
10060,"[4,15,9,'12:36:30'],[3,13,301,'12:36:48'],[16,9,3823,'12:48:06'],[5,15,0,'13:54:27'],"
10068,"[4,15,8,'12:55:20'],[5,13,203,'12:55:36'],[7,9,654,'12:59:35'],[8,8,740,'13:10:29'],[15,2,683,'13:27:26'],[15,5,790,'13:40:29'],[17,15,0,'13:56:14'],"
10077,"[2,15,10,'09:04:20'],[4,13,307,'09:04:52'],[23,7,1954,'09:15:55'],[21,10,2514,'09:51:05'],[18,9,914,'10:35:05'],[25,8,2494,'10:54:55'],[28,15,416,'11:39:13'],[23,8,1473,'11:48:16'],[4,25,776,'12:19:33'],[11,4,364,'12:36:55'],[8,10,724,'12:44:15'],[9,2,261,'12:57:58'],[17,15,0,'13:05:21'],"
10080,"[2,15,8,'12:59:10'],[3,13,254,'12:59:25'],[15,4,1210,'13:07:09'],[15,3,1510,'13:27:19'],[15,15,0,'13:59:32'],"
10081,"[0,13,9,'08:33:00'],[2,13,472,'08:33:17'],[18,2,892,'08:45:17'],[26,7,2010,'09:12:39'],[22,10,2535,'09:48:54'],[22,14,466,'10:35:43'],[23,6,1620,'11:10:09'],[24,8,2270,'11:39:39'],[2,20,420,'12:32:59'],[10,21,280,'12:44:19'],[0,29,4037,'12:53:02'],[3,9,6233,'14:08:16'],[9,6,1063,'15:53:26'],[2,31,628,'16:19:41'],[5,30,243,'16:32:41'],[10,8,549,'16:44:30'],[2,6,1612,'16:56:47'],[15,15,0,'17:33:06'],"
10082,"[0,13,9,'08:46:40'],[3,13,223,'08:47:16'],[23,8,2106,'09:11:03'],[20,9,2586,'09:47:33'],[23,15,397,'10:39:02'],[22,9,1646,'11:08:43'],[24,5,2162,'11:39:47'],[5,18,1275,'12:32:24'],[0,31,3232,'12:59:37'],[4,4,5379,'14:06:50'],[7,4,491,'15:37:48'],[7,2,437,'15:46:12'],[4,29,1806,'16:00:33'],[11,6,1196,'16:42:33'],[15,15,0,'17:14:59'],"
10083,"[2,15,12,'08:32:20'],[3,13,298,'08:32:41'],[16,4,852,'08:45:27'],[23,7,2173,'09:09:16'],[21,5,2658,'09:46:51'],[6,2,605,'10:40:24'],[24,10,2071,'11:01:28'],[25,10,2410,'11:35:59'],[2,25,912,'12:22:47'],[28,15,202,'12:43:17'],[17,6,2230,'12:49:39'],[15,3,517,'13:27:22'],[3,30,4711,'13:41:58'],[2,6,2539,'15:09:20'],[8,7,525,'15:52:44'],[15,4,331,'16:16:48'],[16,3,500,'16:22:19'],[11,7,752,'16:40:27'],[5,7,1552,'16:54:37'],[15,15,0,'17:27:58'],"
10084,"[0,13,9,'09:00:20'],[3,13,311,'09:00:48'],[22,7,1765,'09:18:44'],[21,10,2572,'09:50:37'],[17,9,902,'10:35:27'],[23,6,2476,'10:57:33'],[20,5,2305,'11:40:04'],[3,19,786,'12:35:43'],[10,4,542,'12:53:37'],[8,8,869,'13:03:40'],[11,4,494,'13:19:05'],[2,31,1673,'13:31:56'],[4,4,5392,'14:06:47'],[11,4,314,'15:38:45'],[5,2,1767,'15:45:22'],[10,4,341,'16:15:38'],[9,11,223,'16:24:16'],[5,30,249,'16:34:17'],[5,7,2321,'16:44:58'],[15,15,0,'17:27:33'],"
10085,"[2,15,12,'08:41:50'],[2,13,207,'08:42:12'],[9,14,345,'08:54:24'],[21,6,2581,'09:04:18'],[25,9,2523,'09:50:46'],[9,4,307,'10:44:32'],[26,9,1772,'11:07:47'],[24,5,2248,'11:40:31'],[8,5,422,'12:33:37'],[0,30,2089,'12:52:00'],[6,2,1663,'13:32:06'],[4,5,5213,'14:00:36'],[9,9,267,'15:30:52'],[3,2,2084,'15:36:55'],[5,30,659,'16:20:00'],[2,4,2441,'16:37:58'],[15,15,0,'17:22:18'],"
10088,"[4,15,9,'13:01:40'],[2,13,304,'13:02:05'],[15,4,858,'13:10:41'],[16,4,1671,'13:25:18'],[15,15,0,'13:55:40'],"
10089,"[2,15,9,'13:39:00'],[5,13,298,'13:39:31'],[9,3,571,'13:46:08'],[8,9,647,'13:56:32'],[2,4,5111,'14:11:18'],[7,7,212,'15:43:17'],[3,30,2202,'15:53:27'],[10,6,1501,'16:41:38'],[5,15,0,'17:10:57'],"
10090,"[2,15,9,'08:39:00'],[5,13,210,'08:39:39'],[18,6,697,'08:49:12'],[2,27,10387,'09:07:32'],[5,19,978,'12:04:01'],[10,20,321,'12:20:58'],[5,27,14554,'12:27:25'],[10,8,993,'16:33:36'],[11,4,335,'16:52:14'],[10,4,320,'16:57:49'],[15,15,0,'17:05:06'],"
10092,"[4,15,8,'12:37:20'],[8,7,1179,'12:41:40'],[15,4,1243,'13:04:36'],[16,4,2083,'13:26:06'],[5,2,2788,'14:09:51'],[5,4,3095,'14:58:34'],[5,2,1120,'15:56:29'],[6,24,633,'16:19:06'],[2,2,2677,'16:34:02'],[17,15,0,'17:24:34'],"
10093,"[2,15,9,'12:52:50'],[5,13,243,'12:53:26'],[8,3,359,'12:59:30'],[7,11,374,'13:06:55'],[15,3,847,'13:16:42'],[17,7,1658,'13:32:21'],[3,8,6857,'14:07:12'],[11,4,222,'16:04:07'],[3,31,928,'16:14:41'],[3,7,2533,'16:41:16'],[10,4,231,'17:25:28'],[15,15,0,'17:34:17'],"
10094,"[0,13,9,'08:52:30'],[3,13,321,'08:52:58'],[22,7,1800,'09:16:19'],[25,7,2581,'09:47:08'],[23,14,495,'10:35:14'],[16,9,220,'10:46:49'],[26,7,2176,'11:00:03'],[20,9,2220,'11:39:49'],[5,18,848,'12:27:11'],[3,29,2562,'12:45:37'],[6,8,475,'13:36:24'],[17,9,2309,'13:49:00'],[5,7,4647,'14:29:32'],[1,30,2081,'15:55:58'],[5,30,238,'16:31:54'],[11,6,1034,'16:44:55'],[5,7,1077,'17:03:12'],[15,15,0,'17:28:30'],"
10095,"[2,15,8,'09:35:50'],[16,8,537,'09:48:12'],[8,30,1437,'10:06:42'],[16,10,272,'10:33:47'],[15,15,0,'10:58:41'],"
10098,"[4,15,8,'13:59:40'],[4,13,364,'13:59:55'],[3,3,2752,'14:08:57'],[8,7,828,'15:03:21'],[5,2,3011,'15:17:48'],[0,31,638,'16:19:21'],[5,30,250,'16:34:38'],[10,9,655,'16:45:04'],[5,29,432,'17:02:17'],[5,15,0,'17:11:42'],"
10101,"[0,13,9,'08:33:00'],[2,13,342,'08:33:17'],[7,5,1140,'08:41:19'],[24,10,2078,'09:13:01'],[20,7,2431,'09:51:48'],[24,15,500,'10:35:49'],[28,15,357,'10:49:02'],[24,7,2454,'10:56:35'],[26,10,2257,'11:39:52'],[4,24,652,'12:26:17'],[0,29,5136,'12:39:53'],[11,20,385,'14:08:24'],[2,7,5050,'14:19:19'],[11,4,335,'15:46:14'],[7,5,691,'15:52:48'],[6,2,310,'16:04:49'],[9,4,1178,'16:10:31'],[10,8,709,'16:31:00'],[5,7,2160,'16:44:39'],[15,15,0,'17:30:05'],"
10107,"[2,15,10,'08:41:40'],[5,13,351,'08:42:28'],[18,6,229,'08:56:10'],[22,10,2471,'09:05:28'],[20,9,2572,'09:47:47'],[24,15,434,'10:32:35'],[22,8,2080,'11:02:19'],[26,6,2220,'11:39:39'],[4,21,429,'12:32:50'],[11,5,234,'12:46:45'],[7,6,455,'12:51:14'],[5,29,3954,'13:04:55'],[3,7,5179,'14:13:50'],[10,5,202,'15:48:47'],[8,10,314,'15:53:45'],[1,31,1669,'16:02:30'],[5,30,224,'16:31:30'],[10,7,599,'16:43:50'],[4,6,1267,'16:59:42'],[15,15,0,'17:23:36'],"
10108,"[2,15,9,'13:51:50'],[3,13,393,'13:52:06'],[6,10,223,'13:59:26'],[9,3,560,'14:04:19'],[3,4,4846,'14:15:53'],[6,9,322,'15:43:07'],[2,31,2338,'15:51:11'],[5,30,212,'16:31:19'],[11,7,1066,'16:42:43'],[2,30,387,'17:03:42'],[5,15,0,'17:14:16'],"
10109,"[4,15,8,'12:32:50'],[3,13,254,'12:33:05'],[9,8,1163,'12:40:16'],[7,12,1991,'13:00:18'],[15,9,1387,'13:37:02'],[5,5,7391,'14:04:38'],[3,31,842,'16:15:37'],[3,2,2689,'16:40:30'],[15,15,0,'17:31:34'],"
10111,"[7,15,9,'08:59:50'],[22,4,1845,'09:17:24'],[25,4,2701,'09:48:58'],[20,4,2357,'10:58:32'],[22,4,2396,'11:38:13'],[5,25,763,'12:22:46'],[11,10,221,'12:40:18'],[8,7,466,'12:45:03'],[10,11,4615,'12:53:34'],[2,4,5211,'14:15:08'],[8,18,1906,'15:58:33'],[10,7,730,'16:31:49'],[10,10,2590,'16:46:59'],[2,20,2474,'17:35:25'],[2,18,1771,'18:16:48'],[19,0,0,'18:48:55'],"
10112,"[4,15,9,'12:41:40'],[3,13,412,'12:41:57'],[6,3,298,'12:51:11'],[7,9,446,'12:57:13'],[15,2,1196,'13:08:23'],[15,8,1232,'13:30:57'],[15,15,0,'13:52:56'],"
10115,"[2,15,11,'08:45:10'],[3,13,318,'08:45:31'],[23,9,2726,'09:02:53'],[21,6,2496,'09:51:23'],[28,14,353,'10:42:06'],[25,8,3739,'11:03:20'],[5,15,0,'12:17:24'],"
10117,"[2,15,11,'08:34:00'],[2,13,238,'08:34:21'],[6,4,1146,'08:40:33'],[25,9,2336,'09:09:13'],[21,9,2621,'09:49:18'],[28,15,264,'10:39:35'],[26,9,1853,'11:06:26'],[21,5,1998,'11:41:31'],[3,22,942,'12:25:07'],[10,20,249,'12:42:00'],[2,29,4106,'12:48:43'],[4,2,2981,'14:09:38'],[6,10,526,'15:00:43'],[11,4,250,'15:12:59'],[3,2,3296,'15:18:13'],[6,3,294,'16:14:15'],[3,2,2298,'16:42:41'],[15,15,0,'17:30:09'],"
10118,"[4,15,8,'10:01:10'],[4,13,242,'10:01:27'],[15,9,1270,'10:08:19'],[18,11,1370,'10:36:19'],[15,15,0,'11:03:23'],"
10121,"[4,15,10,'08:55:30'],[4,13,253,'08:55:56'],[5,27,10406,'09:06:53'],[2,22,858,'12:01:21'],[10,4,351,'12:19:18'],[28,14,239,'12:28:50'],[2,27,8607,'12:37:12'],[11,8,366,'15:05:03'],[11,4,349,'15:13:10'],[17,15,0,'15:27:17'],"
10123,"[2,15,8,'08:36:00'],[4,13,215,'08:36:24'],[9,11,1181,'08:40:28'],[22,5,2606,'09:04:43'],[24,9,2376,'09:52:53'],[27,14,317,'10:37:12'],[26,8,2267,'10:59:32'],[22,10,2262,'11:39:47'],[4,21,1122,'12:25:47'],[0,29,4222,'12:49:57'],[5,5,6256,'14:07:53'],[6,7,847,'15:52:42'],[10,21,510,'16:11:09'],[2,30,470,'16:22:49'],[5,30,242,'16:33:21'],[11,8,1072,'16:45:07'],[1,29,280,'17:05:39'],[17,15,0,'17:15:23'],"
10127,"[4,15,9,'08:32:50'],[2,13,262,'08:33:17'],[16,9,1138,'08:40:41'],[20,10,1975,'09:09:54'],[23,7,2157,'09:52:42'],[15,10,1059,'10:32:40'],[23,7,2220,'10:54:49'],[5,15,0,'11:36:43'],"
10134,"[0,13,9,'08:49:40'],[4,13,223,'08:50:16'],[15,14,256,'08:55:33'],[20,10,2599,'09:05:10'],[23,10,2657,'09:49:22'],[25,6,1928,'11:07:01'],[23,8,2253,'11:41:06'],[2,21,772,'12:34:27'],[3,29,3310,'12:52:49'],[2,5,6287,'14:08:32'],[9,4,531,'15:57:18'],[4,29,892,'16:15:07'],[3,3,2763,'16:36:06'],[15,15,0,'17:29:01'],"
10135,"[4,15,9,'12:46:00'],[9,3,578,'12:50:51'],[16,4,2690,'13:05:19'],[15,4,297,'13:50:42'],[15,15,0,'13:58:32'],"
10136,"[0,13,9,'08:36:00'],[3,13,401,'08:36:28'],[8,9,945,'08:44:34'],[25,5,2392,'09:08:27'],[20,9,2398,'09:52:51'],[22,6,2620,'10:53:09'],[22,5,2218,'11:37:41'],[4,18,673,'12:25:36'],[27,14,350,'12:42:59'],[18,9,2701,'12:50:59'],[15,3,452,'13:37:37'],[8,14,657,'13:49:02'],[2,4,5634,'14:02:45'],[7,4,447,'15:43:22'],[9,5,539,'15:51:00'],[2,31,1507,'16:04:52'],[5,30,243,'16:32:00'],[2,3,2140,'16:44:59'],[15,15,0,'17:27:51'],"
10137,"[4,15,9,'09:03:40'],[4,13,268,'09:04:01'],[26,8,1643,'09:19:26'],[20,9,2465,'09:50:04'],[28,14,225,'10:34:14'],[8,6,392,'10:43:57'],[21,9,2139,'10:59:50'],[26,10,2252,'11:37:47'],[2,20,840,'12:24:59'],[11,20,224,'12:40:45'],[4,30,4234,'12:47:05'],[5,4,6087,'14:06:42'],[8,9,884,'15:49:15'],[10,4,235,'16:05:14'],[10,4,374,'16:13:45'],[8,2,224,'16:20:25'],[6,5,261,'16:24:28'],[5,30,253,'16:32:55'],[11,9,834,'16:47:35'],[2,29,341,'17:04:28'],[5,15,0,'17:14:08'],"
10141,"[2,15,11,'09:01:30'],[3,13,377,'09:01:52'],[24,7,1923,'09:15:16'],[21,6,2604,'09:48:55'],[27,14,308,'10:43:01'],[22,7,1624,'11:09:55'],[24,6,2283,'11:39:06'],[2,21,693,'12:34:26'],[4,30,3681,'12:49:48'],[9,9,288,'13:55:51'],[5,6,6865,'14:01:24'],[11,5,270,'15:57:49'],[7,7,508,'16:03:11'],[3,31,870,'16:15:39'],[5,30,201,'16:31:04'],[2,7,2511,'16:41:28'],[15,15,0,'17:30:57'],"
10142,"[2,15,9,'12:45:30'],[4,13,274,'12:45:55'],[18,11,3650,'12:58:59'],[2,8,5742,'14:03:47'],[28,15,296,'15:44:13'],[7,4,692,'15:57:37'],[5,30,1052,'16:12:47'],[2,9,2806,'16:34:53'],[15,15,0,'17:24:50'],"
10143,"[0,13,9,'08:56:50'],[4,13,298,'08:57:31'],[22,7,4653,'09:16:06'],[11,21,230,'10:41:49'],[26,5,1845,'11:07:24'],[23,5,2375,'11:38:44'],[5,20,1198,'12:34:41'],[4,30,2896,'12:58:33'],[7,10,500,'13:51:29'],[5,4,5914,'14:00:55'],[9,8,632,'15:41:17'],[5,2,1245,'15:55:24'],[27,14,289,'16:20:40'],[5,4,2617,'16:38:32'],[17,15,0,'17:26:53'],"
10145,"[4,15,8,'11:13:00'],[5,13,214,'11:13:15'],[8,3,650,'11:17:59'],[9,9,464,'11:29:25'],[21,6,1683,'11:41:46'],[15,15,0,'12:12:55'],"
10146,"[2,15,9,'08:44:00'],[3,13,232,'08:44:17'],[15,9,548,'08:50:51'],[24,6,2672,'09:02:57'],[21,7,2615,'09:49:04'],[28,15,352,'10:42:07'],[23,6,1753,'11:07:56'],[24,5,2335,'11:38:34'],[4,21,1321,'12:35:48'],[10,20,392,'12:58:27'],[0,30,2173,'13:09:06'],[8,8,747,'13:55:02'],[4,4,5197,'14:10:02'],[10,4,289,'15:38:30'],[4,2,1679,'15:44:40'],[6,4,1021,'16:13:38'],[10,6,1123,'16:31:36'],[10,4,211,'16:52:18'],[9,6,255,'16:56:04'],[5,29,445,'17:02:44'],[17,15,0,'17:13:03'],"
