id,xy
10107,"[4,15,8,'08:08:10'],[5,13,343,'08:08:26'],[11,5,107,'08:15:32'],[7,2,706,'08:17:53'],[24,9,1657,'08:35:32'],[26,7,2563,'09:04:36'],[24,6,2534,'09:48:05'],[22,15,542,'10:33:47'],[11,5,109,'10:47:40'],[23,7,4777,'10:57:32'],[2,18,399,'12:25:50'],[11,5,71,'12:37:08'],[7,10,350,'12:38:59'],[10,5,296,'12:45:33'],[9,11,109,'12:51:20'],[4,29,3957,'12:54:52'],[2,5,5437,'14:06:22'],[11,5,96,'15:40:03'],[7,2,203,'15:42:26'],[11,5,188,'15:46:41'],[17,3,1343,'15:53:46'],[10,9,86,'16:21:26'],[11,8,277,'16:22:52'],[10,9,153,'16:27:29'],[2,31,2050,'16:36:19'],[5,30,66,'17:11:19'],[17,15,0,'17:16:12'],"
10111,"[7,15,8,'08:34:00'],[21,12,75,'08:38:09'],[24,4,1242,'08:43:17'],[22,4,2604,'09:04:15'],[24,4,2673,'09:47:56'],[11,21,68,'10:35:51'],[11,11,616,'10:40:13'],[24,4,4874,'10:57:45'],[2,25,832,'12:23:17'],[6,3,644,'12:44:15'],[11,11,4529,'12:56:20'],[3,4,5538,'14:13:51'],[27,14,216,'15:50:53'],[3,2,887,'16:00:22'],[11,11,67,'16:17:52'],[10,9,353,'16:20:36'],[11,10,2555,'16:27:54'],[19,0,0,'17:13:37'],"
10115,"[4,15,8,'08:26:50'],[2,13,453,'08:27:16'],[21,12,73,'08:38:25'],[26,8,1255,'08:41:04'],[25,6,2730,'09:02:49'],[21,10,2493,'09:51:26'],[18,10,919,'10:35:10'],[26,5,5378,'10:53:31'],[21,10,65,'12:24:36'],[5,22,1306,'12:33:43'],[10,20,634,'12:56:05'],[0,29,3019,'13:09:50'],[5,6,6192,'14:05:57'],[11,20,440,'15:52:49'],[2,31,789,'16:02:40'],[5,30,107,'16:16:58'],[10,9,118,'16:24:33'],[10,7,143,'16:28:03'],[2,8,2924,'16:33:25'],[5,15,0,'17:24:19'],"
10117,"[2,15,8,'08:20:50'],[3,13,262,'08:21:07'],[24,9,1408,'08:37:51'],[24,6,2694,'09:02:45'],[24,10,2598,'09:49:51'],[28,14,241,'10:36:18'],[27,13,95,'10:40:32'],[17,3,280,'10:46:09'],[17,11,175,'10:53:03'],[17,12,77,'10:55:58'],[20,12,71,'10:58:35'],[25,6,4820,'11:01:49'],[21,10,69,'12:24:24'],[3,18,1023,'12:34:26'],[10,20,258,'12:52:21'],[4,30,3715,'12:58:34'],[5,9,6907,'14:04:12'],[11,20,249,'16:02:10'],[10,4,273,'16:10:16'],[11,8,602,'16:15:47'],[10,7,87,'16:25:49'],[7,2,134,'16:28:25'],[5,8,3023,'16:31:56'],[8,8,265,'17:22:44'],[5,15,0,'17:28:07'],"
10121,"[2,15,8,'08:38:10'],[5,13,219,'08:38:40'],[11,4,92,'08:43:27'],[18,3,706,'08:48:03'],[5,27,10624,'09:03:15'],[2,20,1035,'12:01:34'],[10,20,361,'12:20:08'],[11,20,220,'12:26:09'],[5,27,8932,'12:31:27'],[10,8,375,'15:03:24'],[10,20,347,'15:12:32'],[15,15,0,'15:20:31'],"
10123,"[0,13,9,'08:26:30'],[3,13,226,'08:27:03'],[21,12,72,'08:37:05'],[22,9,1115,'08:39:44'],[20,7,2331,'09:06:48'],[26,5,2619,'09:47:40'],[27,13,67,'10:37:06'],[27,13,92,'10:38:59'],[11,5,260,'10:45:19'],[23,9,4903,'10:57:56'],[15,15,0,'12:22:17'],"
10126,"[4,15,9,'14:36:20'],[3,13,293,'14:36:36'],[11,4,173,'14:42:56'],[10,29,527,'14:51:22'],[10,4,63,'15:06:56'],[8,9,196,'15:08:43'],[9,9,190,'15:11:59'],[18,6,680,'15:17:59'],[17,7,257,'15:33:12'],[15,6,252,'15:37:37'],[16,6,1030,'15:41:49'],[5,15,0,'16:01:25'],"
10127,"[2,15,9,'08:22:50'],[3,13,381,'08:23:08'],[21,8,1630,'08:36:49'],[21,5,2644,'09:05:05'],[26,5,2600,'09:50:09'],[25,10,61,'10:36:45'],[27,13,100,'10:39:52'],[27,15,65,'10:42:14'],[22,13,93,'10:46:12'],[9,11,61,'10:50:08'],[22,7,5222,'10:55:37'],[21,10,68,'12:24:21'],[4,25,1124,'12:34:35'],[11,5,74,'12:56:15'],[8,11,199,'12:58:30'],[7,6,332,'13:02:17'],[9,10,580,'13:08:19'],[10,21,153,'13:20:16'],[0,30,2067,'13:26:02'],[2,6,6838,'14:07:51'],[27,14,77,'16:05:42'],[17,8,403,'16:09:06'],[10,9,69,'16:19:38'],[11,6,272,'16:22:17'],[10,7,110,'16:26:49'],[5,6,2710,'16:38:49'],[10,5,140,'17:25:59'],[5,15,0,'17:29:44'],"
10134,"[0,13,8,'08:05:10'],[3,13,265,'08:05:34'],[11,5,67,'08:12:12'],[17,9,820,'08:16:29'],[20,10,1669,'08:34:00'],[25,6,2399,'09:05:00'],[27,15,73,'09:48:26'],[22,9,2212,'09:51:47'],[27,15,104,'10:31:15'],[24,15,491,'10:35:08'],[22,14,80,'10:43:57'],[22,13,63,'10:45:17'],[17,11,136,'10:51:46'],[17,12,78,'10:54:02'],[26,10,3730,'10:58:59'],[3,25,310,'12:06:59'],[17,15,0,'12:15:02'],"
10135,"[2,15,8,'13:55:30'],[2,13,134,'13:55:45'],[2,2,3227,'14:01:42'],[17,11,940,'14:59:39'],[2,2,3144,'15:17:55'],[27,15,64,'16:15:45'],[10,7,337,'16:22:12'],[8,8,89,'16:28:20'],[3,2,2820,'16:31:29'],[10,5,252,'17:19:47'],[8,10,321,'17:25:18'],[15,15,0,'17:31:43'],"
10136,"[2,15,9,'08:08:40'],[2,13,342,'08:08:57'],[17,9,706,'08:17:53'],[23,9,1725,'08:32:24'],[26,5,2651,'09:03:18'],[20,5,2596,'09:48:53'],[27,13,100,'10:39:39'],[27,15,68,'10:42:01'],[22,13,94,'10:46:13'],[20,12,78,'10:59:01'],[21,12,101,'11:00:19'],[26,10,4639,'11:04:10'],[4,20,810,'12:31:19'],[27,15,83,'12:49:26'],[27,14,260,'12:50:49'],[16,8,70,'12:56:59'],[15,6,2072,'12:58:17'],[5,30,2178,'13:35:41'],[3,8,6123,'14:14:56'],[10,5,74,'15:58:25'],[8,2,459,'16:00:20'],[18,8,140,'16:13:09'],[10,9,414,'16:18:35'],[1,30,2108,'16:29:11'],[10,5,198,'17:07:41'],[7,6,416,'17:11:13'],[17,15,0,'17:20:00'],"
10143,"[4,15,9,'08:09:30'],[5,13,340,'08:09:49'],[8,21,712,'08:17:47'],[21,12,65,'08:36:18'],[21,5,1165,'08:39:44'],[24,9,2339,'09:06:40'],[22,8,2671,'09:46:18'],[27,14,62,'10:35:17'],[23,14,318,'10:38:51'],[22,14,81,'10:44:09'],[22,13,76,'10:45:30'],[21,12,110,'11:00:50'],[21,7,4469,'11:05:20'],[17,15,0,'12:24:03'],"
10145,"[4,15,9,'08:18:20'],[5,13,260,'08:18:39'],[10,5,285,'08:24:14'],[21,12,69,'08:36:36'],[22,6,1373,'08:40:16'],[25,8,2597,'09:04:52'],[20,8,2561,'09:49:28'],[27,13,70,'10:37:25'],[27,13,96,'10:40:29'],[17,5,238,'10:46:31'],[17,11,148,'10:52:04'],[17,12,80,'10:54:32'],[21,12,67,'10:57:43'],[20,6,4754,'11:01:15'],[21,10,66,'12:22:28'],[2,22,1430,'12:33:09'],[11,21,85,'12:58:04'],[1,30,3448,'13:02:31'],[2,7,6783,'14:06:56'],[6,11,331,'16:04:18'],[8,10,139,'16:10:00'],[8,4,131,'16:13:28'],[10,9,519,'16:17:10'],[9,9,62,'16:25:49'],[10,5,320,'16:27:49'],[2,6,2979,'16:34:30'],[15,15,0,'17:30:41'],"
10146,"[2,15,8,'09:39:50'],[2,13,273,'09:40:06'],[15,9,2561,'09:47:18'],[11,4,200,'10:32:59'],[9,9,641,'10:37:28'],[8,4,2104,'10:48:55'],[6,14,1707,'11:25:02'],[5,15,0,'11:53:36'],"
10148,"[0,13,8,'14:31:10'],[4,13,310,'14:31:39'],[20,14,98,'14:38:41'],[18,10,667,'14:41:02'],[16,9,471,'14:52:18'],[6,11,1025,'15:12:14'],[17,9,92,'15:33:07'],[15,6,405,'15:35:04'],[9,7,744,'15:44:05'],[15,15,0,'15:58:00'],"
10150,"[0,13,9,'08:29:40'],[2,13,402,'08:29:57'],[26,10,1166,'08:41:13'],[21,6,2631,'09:03:28'],[22,8,2688,'09:48:01'],[28,15,309,'10:38:50'],[22,13,119,'10:47:12'],[17,11,110,'10:51:20'],[17,11,140,'10:54:28'],[17,12,68,'10:56:48'],[20,12,82,'10:59:25'],[21,12,107,'11:00:47'],[20,10,4693,'11:03:56'],[21,10,63,'12:22:09'],[4,18,984,'12:31:15'],[10,4,274,'12:51:45'],[9,7,554,'12:56:45'],[1,31,4571,'13:09:38'],[3,8,4191,'14:29:28'],[10,4,651,'15:41:18'],[7,5,235,'15:52:34'],[6,5,90,'15:56:29'],[7,3,1058,'15:58:11'],[11,6,533,'16:17:56'],[10,9,152,'16:28:16'],[9,9,80,'16:30:48'],[1,31,1947,'16:38:02'],[15,15,0,'17:17:01'],"
10151,"[2,15,8,'09:49:40'],[3,13,464,'09:49:55'],[25,6,1629,'10:02:00'],[6,3,336,'10:39:13'],[7,3,150,'10:44:49'],[7,10,120,'10:48:29'],[23,5,4722,'10:55:27'],[5,15,0,'12:24:52'],"
10152,"[2,15,8,'08:18:20'],[4,13,443,'08:18:46'],[15,7,2055,'08:29:04'],[23,10,1843,'09:05:36'],[15,3,1312,'09:38:17'],[17,4,295,'10:00:24'],[17,3,130,'10:05:19'],[20,10,933,'10:09:46'],[28,15,135,'10:27:24'],[28,14,170,'10:29:39'],[24,14,576,'10:33:53'],[6,8,600,'10:47:59'],[20,12,104,'11:01:51'],[21,12,125,'11:03:35'],[21,10,64,'11:06:08'],[22,6,2361,'11:09:58'],[17,15,0,'11:52:25'],"
10160,"[0,13,9,'08:09:10'],[5,13,443,'08:10:16'],[7,2,636,'08:19:03'],[21,12,76,'08:37:25'],[20,7,1337,'08:41:02'],[23,8,2580,'09:04:19'],[25,6,2566,'09:48:23'],[28,14,511,'10:35:28'],[22,13,107,'10:46:42'],[17,11,168,'10:53:33'],[17,12,75,'10:56:21'],[20,12,79,'10:59:03'],[21,12,102,'11:00:22'],[25,10,4357,'11:04:32'],[4,24,338,'12:23:31'],[15,15,0,'12:33:12'],"
10162,"[2,15,9,'08:15:10'],[4,13,343,'08:15:36'],[28,12,125,'08:27:32'],[24,10,2051,'08:30:08'],[24,5,2541,'09:07:18'],[23,8,2530,'09:51:29'],[0,29,423,'10:43:26'],[20,12,81,'10:59:12'],[21,12,104,'11:00:33'],[22,8,4650,'11:04:49'],[21,10,70,'12:23:45'],[2,19,637,'12:35:02'],[11,5,229,'12:51:30'],[8,6,672,'12:55:37'],[0,31,2952,'13:11:07'],[2,4,5714,'14:07:55'],[8,8,296,'15:46:33'],[3,31,1278,'15:54:11'],[5,30,65,'16:15:52'],[10,9,93,'16:21:49'],[11,9,227,'16:23:22'],[10,9,159,'16:27:09'],[2,5,2498,'16:41:41'],[5,15,0,'17:31:35'],"
