id,xy
10088,"[2,15,9,'09:16:20'],[3,13,262,'09:16:37'],[11,4,72,'09:23:27'],[8,11,104,'09:26:05'],[8,4,97,'09:28:52'],[5,3,6601,'09:30:48'],[15,15,0,'11:24:31'],"
10090,"[4,15,9,'08:46:50'],[2,13,181,'08:47:18'],[10,4,140,'08:52:39'],[8,6,310,'08:55:19'],[5,26,8443,'09:04:56'],[17,15,0,'11:27:44'],"
10091,"[2,15,9,'09:29:10'],[5,13,295,'09:29:44'],[4,5,4405,'09:36:34'],[10,20,215,'10:54:54'],[17,15,0,'11:01:07'],"
10093,"[4,15,10,'09:00:50'],[4,13,195,'09:01:14'],[9,4,577,'09:06:42'],[17,8,614,'09:20:15'],[4,6,5889,'09:34:30'],[11,4,193,'11:13:56'],[17,15,0,'11:19:58'],"
10101,"[2,15,10,'08:55:30'],[4,13,310,'08:55:59'],[21,12,62,'09:06:25'],[26,7,2259,'09:09:50'],[23,5,2509,'09:48:40'],[10,6,453,'10:36:26'],[9,10,344,'10:44:45'],[24,10,2305,'10:53:54'],[28,15,360,'11:33:59'],[15,15,0,'11:41:57'],"
10109,"[2,15,8,'09:22:30'],[4,13,166,'09:22:53'],[9,10,228,'09:26:21'],[4,5,4886,'09:31:33'],[11,5,89,'10:54:20'],[7,5,893,'10:56:16'],[8,10,371,'11:12:08'],[17,15,0,'11:19:32'],"
10111,"[7,15,8,'11:19:30'],[11,11,236,'11:20:13'],[8,9,378,'11:24:51'],[10,11,1223,'11:31:36'],[19,0,0,'11:54:11'],"
10112,"[2,15,8,'09:05:30'],[2,13,343,'09:05:46'],[10,4,70,'09:13:59'],[8,4,339,'09:15:20'],[6,6,521,'09:21:08'],[5,7,6003,'09:29:56'],[28,14,265,'11:13:14'],[5,15,0,'11:20:39'],"
10115,"[0,13,9,'08:43:40'],[4,13,334,'08:44:15'],[16,2,411,'08:53:18'],[24,5,2147,'09:07:32'],[28,14,238,'09:46:01'],[24,9,2153,'09:51:06'],[10,4,155,'10:30:54'],[8,3,370,'10:33:39'],[4,29,426,'10:43:23'],[23,7,2122,'10:55:27'],[11,20,211,'11:35:38'],[25,10,687,'11:43:02'],[15,15,0,'11:56:02'],"
10117,"[4,15,8,'09:03:50'],[3,13,251,'09:04:08'],[25,10,1801,'09:12:58'],[28,14,107,'09:43:42'],[25,8,2348,'09:46:51'],[28,15,88,'10:27:21'],[6,7,840,'10:33:39'],[21,8,2227,'10:55:22'],[28,15,158,'11:35:31'],[17,15,0,'11:40:19'],"
10121,"[2,15,10,'08:51:10'],[4,13,281,'08:51:38'],[16,4,92,'08:59:37'],[3,26,8542,'09:05:07'],[5,15,0,'11:29:56'],"
10123,"[2,15,10,'08:35:30'],[3,13,229,'08:35:50'],[17,13,1109,'08:42:00'],[15,10,1297,'09:01:02'],[22,6,883,'09:25:26'],[27,14,76,'09:43:13'],[8,10,384,'09:50:25'],[21,6,1369,'09:59:30'],[11,21,222,'10:26:47'],[10,8,626,'10:33:43'],[6,7,359,'10:45:00'],[23,9,1763,'10:55:46'],[15,15,0,'11:26:43'],"
10127,"[2,15,10,'08:55:50'],[4,13,380,'08:56:19'],[21,12,64,'09:07:19'],[25,7,2024,'09:11:15'],[26,7,2530,'09:44:59'],[27,14,72,'10:28:57'],[24,14,385,'10:30:54'],[7,27,599,'10:40:30'],[26,5,2274,'10:55:45'],[25,7,716,'11:44:23'],[17,15,0,'11:58:29'],"
10134,"[4,15,8,'08:56:50'],[3,13,282,'08:57:07'],[21,12,63,'09:06:41'],[22,10,2226,'09:08:33'],[20,5,2527,'09:47:32'],[27,15,164,'10:33:15'],[18,8,740,'10:38:29'],[21,7,2465,'10:53:34'],[23,6,1161,'11:39:08'],[17,15,0,'12:01:35'],"
10135,"[2,15,9,'09:27:10'],[2,13,182,'09:27:27'],[2,7,2779,'09:33:00'],[5,15,0,'10:21:05'],"
10136,"[0,13,9,'08:36:00'],[2,13,382,'08:36:17'],[23,13,875,'08:45:34'],[24,10,2455,'09:00:34'],[4,4,2858,'09:48:21'],[8,9,343,'10:38:26'],[3,30,230,'10:47:09'],[26,7,2113,'10:56:56'],[27,14,60,'11:34:09'],[27,15,200,'11:35:09'],[26,7,651,'11:40:28'],[17,15,0,'11:53:29'],"
10137,"[2,15,10,'08:30:10'],[3,13,229,'08:30:30'],[11,4,61,'08:36:48'],[15,9,1198,'08:40:11'],[20,8,2514,'09:03:15'],[26,8,2443,'09:46:36'],[28,15,230,'10:29:09'],[5,2,1964,'10:42:55'],[9,3,516,'11:17:03'],[9,6,477,'11:26:12'],[5,15,0,'11:35:32'],"
10142,"[4,15,9,'09:28:40'],[3,13,301,'09:28:58'],[5,4,5918,'09:35:51'],[8,10,585,'11:15:34'],[7,3,81,'11:26:48'],[11,4,213,'11:28:56'],[17,15,0,'11:35:49'],"
10143,"[4,15,9,'09:47:20'],[2,13,415,'09:47:44'],[25,9,1793,'09:57:46'],[27,13,1363,'10:28:26'],[24,9,2365,'10:51:44'],[27,15,62,'11:32:47'],[20,5,1048,'11:39:31'],[15,15,0,'12:00:32'],"
10145,"[2,15,8,'10:41:50'],[5,13,250,'10:42:19'],[11,5,240,'10:47:59'],[22,6,1872,'10:57:07'],[8,7,708,'11:32:51'],[8,5,343,'11:44:46'],[15,15,0,'11:53:16'],"
10146,"[2,15,10,'08:34:40'],[4,13,259,'08:35:10'],[16,4,1087,'08:42:02'],[24,8,2524,'09:06:15'],[25,8,2490,'09:48:19'],[28,14,359,'10:31:30'],[3,2,2060,'10:45:39'],[20,9,476,'11:27:23'],[5,15,0,'11:38:45'],"
10150,"[2,15,10,'09:00:20'],[5,13,332,'09:01:07'],[26,8,1761,'09:12:58'],[28,15,165,'09:44:14'],[21,8,2140,'09:49:29'],[8,7,406,'10:29:33'],[10,6,427,'10:36:42'],[10,4,145,'10:44:54'],[22,10,2001,'10:56:28'],[17,7,250,'11:31:59'],[23,5,1037,'11:39:02'],[15,15,0,'11:59:42'],"
10151,"[2,15,10,'08:54:40'],[3,13,420,'08:54:59'],[21,12,63,'09:07:38'],[24,6,2013,'09:11:46'],[20,8,2440,'09:46:39'],[5,15,0,'10:33:00'],"
10152,"[4,15,9,'08:57:50'],[2,13,437,'08:58:22'],[22,5,2107,'09:13:32'],[25,7,2476,'09:49:43'],[5,2,2443,'10:39:06'],[7,6,556,'11:21:33'],[17,15,0,'11:33:24'],"
10155,"[4,15,9,'09:27:30'],[5,13,231,'09:27:48'],[7,4,590,'09:33:09'],[6,6,561,'09:43:08'],[2,5,3537,'09:55:12'],[10,4,360,'10:56:09'],[19,14,123,'11:04:36'],[15,11,1421,'11:07:18'],[15,15,0,'11:31:32'],"
10157,"[2,15,8,'09:16:00'],[5,13,408,'09:16:31'],[19,14,110,'09:24:49'],[15,11,167,'09:27:12'],[4,4,5565,'09:33:04'],[11,5,66,'11:06:53'],[6,2,404,'11:08:55'],[7,7,368,'11:16:21'],[11,5,154,'11:23:25'],[5,15,0,'11:28:11'],"
10162,"[4,15,8,'08:52:20'],[4,13,282,'08:52:37'],[22,10,2146,'09:02:43'],[5,5,3248,'09:41:21'],[6,8,708,'10:36:01'],[23,5,1972,'10:59:07'],[10,21,172,'11:36:47'],[22,7,676,'11:43:43'],[5,15,0,'11:58:02'],"
10163,"[4,15,9,'08:43:50'],[5,13,339,'08:44:10'],[9,22,471,'08:52:18'],[25,7,1812,'09:08:07'],[2,4,2264,'09:44:55'],[9,3,280,'10:25:29'],[24,15,489,'10:35:30'],[10,4,110,'10:47:49'],[8,9,69,'10:50:30'],[21,9,2012,'10:56:27'],[28,15,281,'11:31:58'],[20,9,1071,'11:39:18'],[15,15,0,'11:59:38'],"
10164,"[4,15,9,'07:47:40'],[11,23,594,'07:50:15'],[4,12,10666,'08:02:43'],[11,22,1593,'11:03:16'],[11,21,626,'11:30:33'],[4,12,2767,'11:44:22'],[5,15,0,'12:30:59'],"
10170,"[2,15,10,'09:03:40'],[4,13,439,'09:04:10'],[20,5,1881,'09:16:08'],[24,5,2556,'09:48:13'],[11,20,669,'10:37:20'],[4,3,1496,'10:53:13'],[6,3,299,'11:19:00'],[8,9,305,'11:25:34'],[17,15,0,'11:32:40'],"
10171,"[4,15,9,'09:04:30'],[5,13,177,'09:04:52'],[6,3,626,'09:10:33'],[6,5,130,'09:21:09'],[6,8,400,'09:23:39'],[2,4,6132,'09:32:07'],[11,21,62,'11:18:37'],[5,15,0,'11:22:20'],"
10172,"[0,13,9,'08:30:10'],[2,13,332,'08:30:27'],[18,11,1281,'08:38:28'],[17,10,2470,'08:59:49'],[4,30,2285,'09:43:04'],[11,21,220,'10:23:19'],[16,9,1507,'10:29:52'],[17,5,189,'10:55:20'],[17,3,93,'10:58:36'],[24,9,1645,'11:02:34'],[16,10,1209,'11:32:00'],[15,15,0,'11:52:49'],"
10174,"[0,13,9,'09:27:40'],[4,13,357,'09:28:12'],[4,5,5591,'09:36:08'],[9,3,336,'11:10:03'],[9,9,625,'11:16:34'],[10,5,84,'11:28:15'],[15,15,0,'11:32:43'],"
10175,"[4,15,10,'09:04:00'],[2,13,356,'09:04:33'],[11,4,134,'09:13:15'],[9,8,390,'09:16:19'],[6,5,327,'09:24:22'],[4,6,4800,'09:30:09'],[28,15,222,'10:55:07'],[15,15,0,'11:00:59'],"
10178,"[4,15,8,'08:41:00'],[2,13,319,'08:41:30'],[10,4,134,'08:49:15'],[23,13,349,'08:54:40'],[21,6,2861,'09:01:28'],[21,8,2594,'09:49:35'],[2,2,2354,'10:42:35'],[11,20,191,'11:28:58'],[3,30,107,'11:34:02'],[22,6,779,'11:40:30'],[15,15,0,'11:55:54'],"
10181,"[7,15,8,'08:39:50'],[11,11,1149,'08:40:40'],[25,4,2556,'09:05:33'],[20,4,2577,'09:49:02'],[5,2,2595,'10:34:14'],[11,11,552,'11:20:57'],[19,0,0,'11:33:27'],"
10182,"[0,13,9,'08:45:50'],[2,13,262,'08:46:07'],[17,4,364,'08:53:45'],[22,6,1935,'09:06:04'],[4,5,1828,'09:43:41'],[10,20,122,'10:18:07'],[4,29,1739,'10:21:40'],[20,8,2125,'10:55:04'],[10,4,95,'11:35:14'],[6,3,379,'11:37:20'],[23,10,615,'11:47:04'],[17,15,0,'11:59:26'],"
10192,"[2,15,9,'11:07:00'],[5,13,187,'11:07:32'],[6,11,92,'11:10:47'],[8,3,470,'11:13:29'],[6,9,173,'11:22:26'],[6,3,1543,'11:26:26'],[5,15,0,'11:53:28'],"
10193,"[4,15,9,'08:47:00'],[4,13,300,'08:47:19'],[8,5,272,'08:55:27'],[21,12,65,'09:07:19'],[24,8,1974,'09:10:35'],[2,5,3560,'09:51:19'],[6,7,1094,'10:54:45'],[15,15,0,'11:14:26'],"
10194,"[2,15,10,'08:33:50'],[4,13,331,'08:34:18'],[9,6,1121,'08:41:28'],[21,12,65,'09:06:45'],[21,5,2264,'09:10:05'],[23,7,2543,'09:48:46'],[2,2,2217,'10:39:22'],[5,15,0,'11:29:38'],"
10196,"[4,15,8,'07:46:50'],[10,22,652,'07:49:07'],[4,12,12465,'08:02:24'],[10,22,1706,'11:32:43'],[11,20,359,'12:01:50'],[2,12,1201,'12:10:28'],[5,15,0,'12:31:10'],"
10202,"[0,13,9,'09:26:00'],[2,13,422,'09:26:17'],[2,3,3205,'09:36:14'],[10,20,158,'10:34:21'],[3,3,2335,'10:43:14'],[9,10,117,'11:25:12'],[9,3,138,'11:28:51'],[8,3,240,'11:31:09'],[5,15,0,'11:37:02'],"
10205,"[2,15,12,'08:35:50'],[4,13,298,'08:36:21'],[28,12,980,'08:44:19'],[21,5,2763,'09:02:46'],[26,10,2407,'09:51:42'],[5,3,2344,'10:37:55'],[11,5,86,'11:17:53'],[8,3,601,'11:19:58'],[9,2,190,'11:29:59'],[5,15,0,'11:34:58'],"
10214,"[2,15,9,'08:43:00'],[2,13,321,'08:43:18'],[25,15,465,'08:52:04'],[23,4,2013,'09:01:16'],[26,15,412,'09:37:57'],[26,4,2095,'09:47:24'],[26,15,1510,'10:24:49'],[21,4,2282,'10:51:47'],[25,14,173,'11:32:16'],[21,4,1094,'11:36:45'],[17,15,0,'11:57:27'],"
10215,"[4,15,9,'08:47:00'],[2,13,371,'08:47:28'],[9,29,252,'08:56:07'],[21,8,2550,'09:05:09'],[23,5,2496,'09:48:43'],[2,2,2461,'10:38:18'],[8,5,570,'11:22:49'],[11,4,268,'11:32:41'],[15,15,0,'11:42:33'],"
10218,"[0,13,9,'08:34:30'],[4,13,424,'08:35:05'],[18,5,918,'08:44:41'],[20,10,2586,'09:04:53'],[20,6,2516,'09:49:43'],[2,3,2479,'10:41:30'],[10,5,84,'11:25:15'],[8,3,247,'11:27:12'],[7,5,429,'11:31:40'],[21,8,145,'11:42:14'],[17,15,0,'11:45:58'],"
10225,"[2,15,8,'08:43:20'],[3,13,224,'08:43:35'],[27,14,68,'08:51:11'],[9,14,299,'08:54:50'],[20,8,2425,'09:02:14'],[5,5,2313,'09:47:16'],[15,15,0,'10:27:38'],"
10228,"[2,15,9,'09:16:10'],[2,13,291,'09:16:28'],[10,4,179,'09:23:40'],[7,2,199,'09:27:00'],[4,5,5273,'09:31:06'],[7,8,595,'10:59:54'],[10,4,119,'11:10:30'],[15,15,0,'11:14:44'],"
10231,"[2,15,9,'08:49:40'],[5,13,352,'08:50:17'],[11,4,245,'08:58:24'],[21,12,60,'09:08:00'],[21,8,1975,'09:10:24'],[4,4,1516,'09:49:43'],[9,2,139,'10:16:20'],[10,4,144,'10:19:25'],[6,6,437,'10:22:22'],[22,14,366,'10:33:03'],[17,10,635,'10:40:14'],[21,7,2361,'10:52:48'],[28,14,122,'11:34:27'],[15,15,0,'11:40:54'],"
10232,"[2,15,9,'09:00:50'],[3,13,201,'09:01:08'],[5,27,8590,'09:07:09'],[15,15,0,'11:34:34'],"
10233,"[4,15,8,'11:09:10'],[5,13,314,'11:09:25'],[7,2,254,'11:16:15'],[8,10,223,'11:22:16'],[7,30,1481,'11:27:28'],[5,15,0,'11:53:44'],"
10235,"[2,15,8,'09:30:00'],[5,13,198,'09:30:31'],[2,4,4431,'09:36:38'],[7,8,579,'10:53:10'],[10,4,190,'11:03:29'],[5,15,0,'11:09:23'],"
10239,"[4,15,9,'09:17:50'],[2,13,314,'09:18:15'],[9,11,135,'09:24:24'],[16,9,136,'09:27:53'],[4,4,5169,'09:34:50'],[7,6,912,'11:01:57'],[6,6,570,'11:17:09'],[15,15,0,'11:29:20'],"
10252,"[2,15,9,'08:41:40'],[5,13,223,'08:42:16'],[10,21,292,'08:48:47'],[16,13,227,'08:56:02'],[22,5,2188,'09:01:31'],[5,4,2093,'09:42:56'],[10,21,116,'10:21:43'],[1,31,292,'10:25:17'],[23,15,482,'10:35:47'],[2,29,206,'10:47:13'],[23,10,2077,'10:55:52'],[27,14,238,'11:31:41'],[20,6,1185,'11:37:54'],[5,15,0,'12:02:21'],"
10256,"[2,15,12,'08:50:50'],[4,13,338,'08:51:21'],[6,7,114,'08:58:05'],[21,12,61,'09:06:16'],[22,8,2420,'09:08:49'],[23,7,2566,'09:49:23'],[2,2,2250,'10:41:39'],[11,5,110,'11:21:59'],[23,7,440,'11:29:09'],[20,9,396,'11:37:03'],[5,15,0,'11:46:35'],"
10258,"[4,15,8,'09:27:20'],[2,13,396,'09:27:43'],[2,2,3565,'09:36:54'],[4,2,2946,'10:36:33'],[5,15,0,'11:27:58'],"
10262,"[0,13,8,'09:18:00'],[4,13,248,'09:18:31'],[6,2,133,'09:24:46'],[8,8,728,'09:27:51'],[2,2,2652,'09:41:27'],[11,4,342,'10:26:57'],[3,3,2667,'10:33:52'],[11,4,286,'11:21:33'],[6,7,79,'11:27:40'],[5,15,0,'11:30:03'],"
10264,"[2,15,10,'08:49:40'],[2,13,228,'08:50:01'],[11,5,217,'08:56:32'],[21,12,62,'09:06:08'],[24,9,2004,'09:08:15'],[8,5,726,'09:46:53'],[20,10,1500,'10:01:29'],[27,14,102,'10:28:07'],[23,15,519,'10:30:50'],[4,31,2240,'10:42:29'],[10,21,69,'11:21:30'],[15,15,0,'11:25:46'],"
10265,"[4,15,8,'08:49:10'],[5,13,340,'08:49:29'],[11,5,386,'08:56:53'],[23,6,1784,'09:12:25'],[5,5,2960,'09:48:29'],[6,9,319,'10:38:40'],[3,30,265,'10:46:14'],[24,9,2207,'10:56:42'],[27,15,61,'11:35:18'],[23,6,1180,'11:38:29'],[17,15,0,'12:01:51'],"
10266,"[0,13,10,'08:51:20'],[4,13,263,'08:51:56'],[27,14,145,'08:59:44'],[25,8,2661,'09:02:58'],[21,6,2506,'09:48:43'],[5,3,2516,'10:35:53'],[8,4,575,'11:18:14'],[27,14,94,'11:32:25'],[27,15,170,'11:33:59'],[15,15,0,'11:40:45'],"
10280,"[4,15,9,'08:44:50'],[4,13,477,'08:45:12'],[17,10,275,'08:55:14'],[23,9,2070,'09:01:59'],[28,14,168,'09:37:41'],[4,4,1349,'09:45:10'],[8,7,442,'10:09:37'],[21,10,567,'10:19:02'],[17,9,1251,'10:30:18'],[20,7,2182,'10:53:57'],[28,15,243,'11:33:46'],[25,10,1114,'11:39:05'],[15,15,0,'12:00:21'],"
10281,"[2,15,9,'09:22:20'],[3,13,161,'09:22:38'],[8,4,155,'09:27:14'],[3,6,4957,'09:30:32'],[6,5,527,'10:53:52'],[11,4,158,'11:03:31'],[3,2,857,'11:08:42'],[17,15,0,'11:27:36'],"
10282,"[7,15,9,'08:32:50'],[11,11,1560,'08:33:49'],[23,4,2425,'09:07:24'],[24,4,2660,'09:47:49'],[27,15,93,'10:34:56'],[5,2,2077,'10:44:02'],[21,4,980,'11:20:49'],[10,21,445,'11:39:44'],[23,4,469,'11:50:00'],[19,0,0,'11:58:36'],"
10287,"[2,15,9,'09:24:10'],[2,13,152,'09:24:27'],[10,4,149,'09:29:20'],[5,4,4970,'09:32:19'],[7,3,200,'10:55:19'],[7,4,210,'10:58:39'],[11,4,132,'11:02:37'],[5,3,983,'11:05:46'],[5,15,0,'11:24:49'],"
10292,"[2,15,9,'08:43:20'],[4,13,204,'08:43:45'],[8,10,727,'08:47:42'],[20,5,2403,'09:03:16'],[5,5,63,'09:49:39'],[4,5,2677,'09:50:42'],[28,15,231,'10:40:48'],[9,3,98,'10:49:11'],[22,9,2049,'10:57:10'],[23,7,1011,'11:40:48'],[28,15,175,'11:59:24'],[5,15,0,'12:05:26'],"
10293,"[0,13,10,'08:32:40'],[4,13,241,'08:33:18'],[10,4,135,'08:39:24'],[16,10,941,'08:44:18'],[25,8,2780,'09:02:09'],[21,6,2494,'09:49:55'],[5,2,2296,'10:38:43'],[10,4,380,'11:17:39'],[7,4,430,'11:24:39'],[9,5,235,'11:32:04'],[22,5,879,'11:41:40'],[28,14,143,'11:58:36'],[15,15,0,'12:02:50'],"
10295,"[2,15,10,'08:36:10'],[2,13,259,'08:36:30'],[6,13,1152,'08:41:17'],[24,7,2620,'09:05:09'],[21,7,2564,'09:49:25'],[4,3,2260,'10:40:29'],[20,8,766,'11:23:53'],[10,21,83,'11:40:46'],[22,10,406,'11:45:53'],[5,15,0,'11:55:29'],"
10309,"[2,15,10,'08:54:40'],[10,23,1348,'08:58:11'],[1,4,7543,'09:24:16'],[11,22,1613,'11:34:26'],[15,15,0,'12:05:05'],"
10310,"[0,13,9,'09:20:10'],[4,13,276,'09:20:43'],[20,14,100,'09:27:19'],[5,7,5831,'09:32:48'],[10,4,316,'11:10:53'],[8,11,148,'11:17:31'],[6,6,672,'11:20:47'],[15,15,0,'11:34:13'],"
10311,"[2,15,11,'08:40:00'],[2,13,268,'08:40:21'],[10,4,125,'08:47:44'],[9,4,600,'08:49:49'],[21,12,64,'09:06:53'],[20,7,1749,'09:10:00'],[3,4,2885,'09:45:14'],[5,15,0,'10:37:00'],"
10316,"[2,15,8,'09:33:40'],[3,13,163,'09:33:56'],[2,6,5483,'09:38:56'],[11,21,104,'11:14:05'],[10,21,140,'11:15:49'],[15,15,0,'11:20:22'],"
10319,"[2,15,8,'11:10:10'],[2,13,334,'11:10:25'],[26,9,820,'11:19:29'],[28,15,80,'11:35:29'],[20,5,1025,'11:40:04'],[17,15,0,'12:00:19'],"
10320,"[0,13,9,'08:37:00'],[3,13,285,'08:37:34'],[16,4,848,'08:45:51'],[23,8,2427,'09:05:02'],[21,8,2184,'09:45:45'],[11,4,228,'10:25:41'],[8,7,375,'10:30:14'],[6,5,430,'10:36:39'],[5,3,70,'10:44:16'],[3,3,1897,'10:46:22'],[25,9,438,'11:25:21'],[5,15,0,'11:36:29'],"
